CO(GT),C6H6(GT),T,RH,NOx(GT),AQI
8.941170663726588,9.273669387745237,28.855833732332794,40.82911370756157,16.859803346026432,185.47338775490473
9.919945442723483,2.1515625441629527,28.70165319869764,35.351257922083924,42.2092890103838,211.046445051919
8.802767140512548,3.935975652996435,31.505590212451047,36.32230540809161,22.82020206830065,115.05590212451047
5.846196303335576,9.115026266965513,26.82605351538593,58.05648909903271,45.92587027825552,229.62935139127762
4.448305412302421,4.436864385940915,20.882758469799505,32.62287798413924,34.32490358721985,171.62451793609927
6.504162406751072,6.493963519131372,33.9866116862198,32.87810453734858,28.635220660851,143.176103304255
4.319343533927043,7.957121436143037,32.09620103688249,39.93910484399178,15.617535633737534,159.14242872286076
4.541659062785163,0.012315924059725925,26.751824249487335,48.41661098186651,16.530801392094112,147.3328878549321
0.6517198301814797,4.802298390441999,21.892394122063457,67.98246470702466,49.59545026756923,303.8597176561973
7.096979517695619,2.0252741602671986,23.84729147898035,61.42587988437369,19.611075947315687,251.40703907498954
5.727943502122232,3.0557880530616908,20.794619276792957,57.13832419139435,33.528140721968725,217.10659353115477
4.777930935037352,3.3049145638305353,21.4372239283137,62.81853875565087,24.891630208737926,262.54831004520696
9.141881149130596,8.843063741289226,28.74876723442475,51.21138673562695,27.896942170964234,176.86127482578453
5.579694846630319,1.7729671679389913,34.85715437840662,54.9223753204663,29.193898422744667,199.3790025637304
9.054020164120413,6.188684725637837,22.816433429558007,49.610846662482544,10.869338825083608,156.88677329986035
2.3755204356981805,0.6318832217200621,26.13778098297811,36.11266801432011,41.5477051272374,207.738525636187
8.465215149224441,5.094102303048445,27.145783146217052,49.61434371446227,36.453515076587934,182.26757538293967
2.8601270192170327,1.6861624632100913,21.80471680201755,51.42161245532975,13.371015521916934,171.372899642638
9.623754724509686,9.629587295845596,22.490132325540706,41.43356251832251,24.865890524858308,192.59174591691192
9.819556776484085,8.204114385339372,31.90126451330238,41.011362648065,23.741097466991967,164.08228770678744
2.65075344902886,1.5048848650907942,24.563445587870547,58.43687905360648,12.797138292108814,227.49503242885186
0.41172911615997565,2.5710767911092782,20.106154808622218,63.231326207735,40.199883433576616,265.85060966188
1.7669083056244994,9.826678988939076,26.88528819998342,57.85363953862913,47.737922913492774,238.68961456746388
6.833751698678455,2.9051847152562393,29.416464146650945,40.845452379343925,20.985293086989177,104.92646543494588
2.0490350354329956,9.438794423151894,30.890299330979122,67.31950304624866,11.07303171309043,298.55602436998925
8.670699975081796,3.0529841680025047,29.178636596014655,45.538691125392546,17.935941683519182,124.30952900314037
3.648267916592852,3.2887428885433234,29.06949782383872,43.95377363198416,13.2345631516208,111.6301890558733
9.233142554234583,2.162105746518889,28.271204725177505,55.812421240062925,21.89632810090949,206.4993699205034
8.803808158490934,3.091484226512664,33.605779077930244,47.40620017629371,21.96936775866204,139.24960141034967
7.325685652535363,8.641862740124749,20.68608784218042,64.4978909376,34.53970967556619,275.98312750080004
7.963074305776077,0.3295951528141483,30.93661465036829,30.184372971096153,49.012282942190396,245.06141471095196
3.298810105814254,9.84732213835087,25.926245998490582,43.06770325670882,49.110450327317764,245.55225163658884
6.379198939778973,5.193943737821785,25.69966009713623,41.617466519006754,25.78004914514752,128.9002457257376
5.219102897923122,7.738949854416671,21.449808864383694,56.52089273311539,42.162711659443545,212.1671418649231
3.3873932732456336,4.175760244235378,30.991465971089426,46.099697023494855,10.166389152838509,128.79757618795884
1.7409243548937492,6.706483539084013,34.838801870162264,57.38478618687685,39.76800756117321,219.07828949501481
1.3737179230701435,3.5056700500251017,34.808164726891256,53.43602962457818,15.412083333961103,187.48823699662546
5.745750949454095,9.35130928242229,31.296680023790636,50.03072651159037,20.686799982123894,187.02618564844582
7.4359781656518,5.425987580342424,25.817523200484885,44.98643113200349,47.308313435739635,236.5415671786982
7.1205290744268055,4.627043401874085,34.77581990565566,61.46491124441494,37.22593530424864,251.71928995531954
1.1808963467686118,3.11142134887348,34.465297841208795,65.96036673884109,12.223944300489723,287.6829339107287
2.1253454897224158,3.0151298481376365,23.086334929273818,39.95948552153498,41.521990875359236,207.60995437679617
5.659440960089897,3.8210997371557265,32.311384615567405,47.039398237226905,15.700498398225871,136.31518589781524
0.8281919484066991,6.217707759536287,32.7620444120174,37.50652476709931,43.94059838743661,219.70299193718304
5.892148405081436,3.7798764447883015,23.10750377122957,39.974821080962315,18.32960869475095,91.64804347375474
8.735535533782564,4.251263479837855,29.972070667098016,66.53528589164395,19.203750794062245,292.2822871331516
5.00241998509392,6.904340591016065,26.418545685122453,57.52257881190025,26.582852923991375,220.18063049520202
2.6552314480587125,9.210816956997402,30.482266112918193,34.480359728554056,39.20640734118044,196.0320367059022
2.9874695317051083,7.315348033019006,22.146250663565446,49.537777406385054,23.572450228073475,156.30221925108043
4.687723935292764,0.9694658150269531,32.08042975860391,38.24900680130746,43.80442222660085,219.02211113300424
3.8304752890095264,3.714572430790576,22.685900930605953,58.694175319974875,27.484235726635916,229.553402559799
2.644149422065106,2.8240604593267338,29.314320786357264,64.54494011317777,41.1191646976137,276.3595209054222
2.833463722438334,3.091340047633402,32.72757638762832,30.332692339601724,28.257604202977614,141.28802101488807
8.096614458213391,1.6968802394351223,29.40686493294325,45.49921817919472,49.09878908841461,245.49394544207306
6.863423616028208,8.487218225216054,21.202168725709473,42.85891165741897,36.48194375126518,182.4097187563259
7.98661901505795,7.469610279670369,23.52600706918566,41.019077819837065,47.28310423339777,236.41552116698887
6.7773343104493335,6.311124154702123,33.07335674905485,57.25618303707036,40.04799341038695,218.04946429656286
4.636289684947286,9.428094797803272,23.861356558644026,61.047440019579945,44.274784625277036,248.37952015663956
8.790968701785834,7.671962915424705,21.35574620932772,40.11517365474716,24.39361524055226,153.4392583084941
8.15934599306538,9.535637036619098,33.61471460131951,60.63201807420483,14.705356619052644,245.05614459363863
